name,short_name,station_id,lat,electric_bike_surcharge_waiver,rental_url,has_kiosk,eightd_station_services,rental_methods,region_id,eightd_has_key_dispenser,external_id,station_type,legacy_id,lon,capacity,point,neighborhood,borough
Hudson St & Reade St,5359.10,146,40.71625008,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=146,True,[],"['KEY', 'CREDITCARD']",71,False,66db2e3a-0aca-11e7-82f6-3863bb44ef7c,classic,146,-74.0091059,39,POINT (-74.00910589999999 40.71625008),SoHo-TriBeCa-Civic Center-Little Italy,Manhattan
E 2 St & Avenue C,5476.03,150,40.7208736,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=150,True,[],"['KEY', 'CREDITCARD']",71,False,66db2f4c-0aca-11e7-82f6-3863bb44ef7c,classic,150,-73.98085795,55,POINT (-73.98085795 40.7208736),Lower East Side,Manhattan
Cleveland Pl & Spring St,5492.05,151,40.722103786686034,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=151,True,[],"['KEY', 'CREDITCARD']",71,True,66db2fd0-0aca-11e7-82f6-3863bb44ef7c,classic,151,-73.99724900722504,33,POINT (-73.99724900722504 40.72210378668603),park-cemetery-etc-Manhattan,Manhattan
Henry St & Atlantic Ave,4531.05,157,40.69089272,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=157,True,[],"['KEY', 'CREDITCARD']",71,False,66db316a-0aca-11e7-82f6-3863bb44ef7c,classic,157,-73.99612349,23,POINT (-73.99612349 40.69089272),Brooklyn Heights-Cobble Hill,Brooklyn
LaGuardia Pl & W 3 St,5721.14,161,40.72917025,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=161,True,[],"['KEY', 'CREDITCARD']",71,False,66db3273-0aca-11e7-82f6-3863bb44ef7c,classic,161,-73.99810231,35,POINT (-73.99810230999999 40.72917025),West Village,Manhattan
E 47 St & 2 Ave,6498.10,164,40.75323098,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=164,True,[],"['KEY', 'CREDITCARD']",71,False,66db32fb-0aca-11e7-82f6-3863bb44ef7c,classic,164,-73.97032517,47,POINT (-73.97032517 40.75323098),Turtle Bay-East Midtown,Manhattan
W 18 St & 6 Ave,6064.08,168,40.73971301,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=168,True,[],"['KEY', 'CREDITCARD']",71,False,66db33fc-0aca-11e7-82f6-3863bb44ef7c,classic,168,-73.99456405,0,POINT (-73.99456404999999 40.73971301),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
Broadway & W 49 St,6708.02,173,40.76068327096592,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=173,True,[],"['KEY', 'CREDITCARD']",71,False,66db347b-0aca-11e7-82f6-3863bb44ef7c,classic,173,-73.9845272898674,70,POINT (-73.9845272898674 40.76068327096592),Midtown-Midtown South,Manhattan
E 25 St & 1 Ave,6004.07,174,40.7381765,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=174,True,[],"['KEY', 'CREDITCARD']",71,False,66db34fc-0aca-11e7-82f6-3863bb44ef7c,classic,174,-73.97738662,35,POINT (-73.97738662 40.7381765),Murray Hill-Kips Bay,Manhattan
W 16 St & The High Line,6233.05,212,40.74334935,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=212,True,[],"['KEY', 'CREDITCARD']",71,False,66db3606-0aca-11e7-82f6-3863bb44ef7c,classic,212,-74.00681753,60,POINT (-74.00681753000001 40.74334935),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
Columbia Heights & Cranberry St,4829.01,216,40.70037867,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=216,True,[],"['KEY', 'CREDITCARD']",71,False,66db3687-0aca-11e7-82f6-3863bb44ef7c,classic,216,-73.99548059,23,POINT (-73.99548059 40.70037867),Brooklyn Heights-Cobble Hill,Brooklyn
Old Fulton St,4903.08,217,40.70277159,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=217,True,[],"['KEY', 'CREDITCARD']",71,True,66db3708-0aca-11e7-82f6-3863bb44ef7c,classic,217,-73.99383605,39,POINT (-73.99383605 40.70277159),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn
W 13 St & 7 Ave,6030.04,223,40.73781509,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=223,True,[],"['KEY', 'CREDITCARD']",71,False,66db3816-0aca-11e7-82f6-3863bb44ef7c,classic,223,-73.99994661,33,POINT (-73.99994660999999 40.73781509),West Village,Manhattan
Spruce St & Nassau St,5137.10,224,40.71146364,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=224,True,[],"['KEY', 'CREDITCARD']",71,True,66db3898-0aca-11e7-82f6-3863bb44ef7c,classic,224,-74.00552427,30,POINT (-74.00552427 40.71146364),park-cemetery-etc-Manhattan,Manhattan
E 48 St & 3 Ave,6541.03,228,40.7546011026,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=228,True,[],"['KEY', 'CREDITCARD']",71,False,66db3997-0aca-11e7-82f6-3863bb44ef7c,classic,228,-73.971878855,55,POINT (-73.971878855 40.7546011026),Turtle Bay-East Midtown,Manhattan
Great Jones St,5636.11,229,40.72743423,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=229,True,[],"['KEY', 'CREDITCARD']",71,False,66db3a1e-0aca-11e7-82f6-3863bb44ef7c,classic,229,-73.99379025,23,POINT (-73.99379025 40.72743423),West Village,Manhattan
St Marks Pl & 2 Ave,5669.10,236,40.7284186,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=236,True,[],"['KEY', 'CREDITCARD']",71,False,66db3ba0-0aca-11e7-82f6-3863bb44ef7c,classic,236,-73.98713956,47,POINT (-73.98713956 40.7284186),East Village,Manhattan
E 11 St & 2 Ave,5746.04,237,40.73047309,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=237,True,[],"['KEY', 'CREDITCARD']",71,False,66db3c29-0aca-11e7-82f6-3863bb44ef7c,classic,237,-73.98672378,39,POINT (-73.98672378000001 40.73047309),East Village,Manhattan
Bank St & Washington St,5964.01,238,40.7361967,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=238,True,[],"['KEY', 'CREDITCARD']",71,False,66db3cab-0aca-11e7-82f6-3863bb44ef7c,classic,238,-74.00859207,31,POINT (-74.00859207000001 40.7361967),West Village,Manhattan
Willoughby St & Fleet St,4628.05,239,40.69196566,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=239,True,[],"['KEY', 'CREDITCARD']",71,False,66db3d2a-0aca-11e7-82f6-3863bb44ef7c,classic,239,-73.9813018,31,POINT (-73.9813018 40.69196566),Fort Greene,Brooklyn
DeKalb Ave & S Portland Ave,4546.04,241,40.68981035,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=241,True,[],"['KEY', 'CREDITCARD']",71,False,66db3da9-0aca-11e7-82f6-3863bb44ef7c,classic,241,-73.97493121,23,POINT (-73.97493120999999 40.68981035),Fort Greene,Brooklyn
Carlton Ave & Flushing Ave,4732.08,242,40.697787,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=242,True,[],"['KEY', 'CREDITCARD']",71,False,66db3e32-0aca-11e7-82f6-3863bb44ef7c,classic,242,-73.973736,46,POINT (-73.973736 40.697787),Fort Greene,Brooklyn
Willoughby Ave & Hall St,4611.03,244,40.69196035,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=244,True,[],"['KEY', 'CREDITCARD']",71,False,66db3f01-0aca-11e7-82f6-3863bb44ef7c,classic,244,-73.96536851,31,POINT (-73.96536851 40.69196035),Clinton Hill,Brooklyn
Myrtle Ave & St Edwards St,4659.02,245,40.69327018,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=245,True,[],"['KEY', 'CREDITCARD']",71,True,66db3f62-0aca-11e7-82f6-3863bb44ef7c,classic,245,-73.97703874,23,POINT (-73.97703874 40.69327018),Fort Greene,Brooklyn
Perry St & Bleecker St,5922.07,247,40.73535398,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=247,True,[],"['KEY', 'CREDITCARD']",71,False,66db3fc9-0aca-11e7-82f6-3863bb44ef7c,classic,247,-74.00483091,55,POINT (-74.00483091 40.73535398),West Village,Manhattan
Laight St & Hudson St,5539.06,248,40.72185379,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=248,True,[],"['KEY', 'CREDITCARD']",71,False,66db402c-0aca-11e7-82f6-3863bb44ef7c,classic,248,-74.00771779,99,POINT (-74.00771779 40.72185379),SoHo-TriBeCa-Civic Center-Little Italy,Manhattan
Harrison St & Hudson St,5400.05,249,40.71870987,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=249,True,[],"['KEY', 'CREDITCARD']",71,False,66db408f-0aca-11e7-82f6-3863bb44ef7c,classic,249,-74.0090009,27,POINT (-74.0090009 40.71870987),SoHo-TriBeCa-Civic Center-Little Italy,Manhattan
Lafayette St & Jersey St,5561.06,250,40.72456089,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=250,True,[],"['KEY', 'CREDITCARD']",71,False,66db40ef-0aca-11e7-82f6-3863bb44ef7c,classic,250,-73.99565293,40,POINT (-73.99565293000001 40.72456089),park-cemetery-etc-Manhattan,Manhattan
Mott St & Prince St,5561.04,251,40.72317958,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=251,True,[],"['KEY', 'CREDITCARD']",71,False,66db4158-0aca-11e7-82f6-3863bb44ef7c,classic,251,-73.99480012,27,POINT (-73.99480011999999 40.72317958),park-cemetery-etc-Manhattan,Manhattan
MacDougal St & Washington Sq,5797.01,252,40.73226398,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=252,True,[],"['KEY', 'CREDITCARD']",71,False,66db41bf-0aca-11e7-82f6-3863bb44ef7c,classic,252,-73.99852205,33,POINT (-73.99852205000001 40.73226398),West Village,Manhattan
W 11 St & 6 Ave,5914.03,254,40.73532427,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=254,True,[],"['KEY', 'CREDITCARD']",71,False,66db4282-0aca-11e7-82f6-3863bb44ef7c,classic,254,-73.99800419,47,POINT (-73.99800419 40.73532427),West Village,Manhattan
Lispenard St & Broadway,5391.06,257,40.71939226,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=257,True,[],"['KEY', 'CREDITCARD']",71,False,66db4351-0aca-11e7-82f6-3863bb44ef7c,classic,257,-74.00247214,39,POINT (-74.00247213999999 40.71939226),park-cemetery-etc-Manhattan,Manhattan
DeKalb Ave & Vanderbilt Ave,4461.04,258,40.68940747,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=258,True,[],"['KEY', 'CREDITCARD']",71,False,66db43b5-0aca-11e7-82f6-3863bb44ef7c,classic,258,-73.96885458,23,POINT (-73.96885458 40.68940747),Clinton Hill,Brooklyn
South St & Whitehall St,4846.01,259,40.70122128,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=259,True,[],"['KEY', 'CREDITCARD']",71,True,66db4417-0aca-11e7-82f6-3863bb44ef7c,classic,259,-74.01234218,39,POINT (-74.01234218 40.70122128),Battery Park City-Lower Manhattan,Manhattan
Broad St & Bridge St,4962.08,260,40.70365182,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=260,True,[],"['KEY', 'CREDITCARD']",71,False,66db447a-0aca-11e7-82f6-3863bb44ef7c,classic,260,-74.01167797,33,POINT (-74.01167796999999 40.70365182),Battery Park City-Lower Manhattan,Manhattan
Johnson St & Gold St,4668.08,261,40.69474881,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=261,True,[],"['KEY', 'CREDITCARD']",71,False,66db44e5-0aca-11e7-82f6-3863bb44ef7c,classic,261,-73.98362464,27,POINT (-73.98362464 40.69474881),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn
Washington Park,4546.05,262,40.6917823,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=262,True,[],"['KEY', 'CREDITCARD']",71,False,66db4549-0aca-11e7-82f6-3863bb44ef7c,classic,262,-73.9737299,24,POINT (-73.9737299 40.6917823),Fort Greene,Brooklyn
Maiden Ln & Pearl St,5065.10,264,40.70706456,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=264,True,[],"['KEY', 'CREDITCARD']",71,False,66db460d-0aca-11e7-82f6-3863bb44ef7c,classic,264,-74.00731853,27,POINT (-74.00731853000001 40.70706456),Battery Park City-Lower Manhattan,Manhattan
Stanton St & Chrystie St,5523.02,265,40.72229346,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=265,True,[],"['KEY', 'CREDITCARD']",71,False,66db4671-0aca-11e7-82f6-3863bb44ef7c,classic,265,-73.99147535,35,POINT (-73.99147535 40.72229346),Chinatown,Manhattan
Broadway & W 36 St,6441.01,267,40.75097711,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=267,True,[],"['KEY', 'CREDITCARD']",71,False,66db473c-0aca-11e7-82f6-3863bb44ef7c,classic,267,-73.98765428,70,POINT (-73.98765428 40.75097711),Midtown-Midtown South,Manhattan
Howard St & Centre St,5422.04,268,40.71910537,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=268,True,[],"['KEY', 'CREDITCARD']",71,False,66db479e-0aca-11e7-82f6-3863bb44ef7c,classic,268,-73.99973337,27,POINT (-73.99973337 40.71910537),park-cemetery-etc-Manhattan,Manhattan
Adelphi St & Myrtle Ave,4620.02,270,40.69308257,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=270,True,[],"['KEY', 'CREDITCARD']",71,False,66db5c14-0aca-11e7-82f6-3863bb44ef7c,classic,270,-73.97178913,23,POINT (-73.97178913 40.69308257),Fort Greene,Brooklyn
Lafayette Ave & Fort Greene Pl,4395.04,274,40.68691865,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=274,True,[],"['KEY', 'CREDITCARD']",71,False,66db5d28-0aca-11e7-82f6-3863bb44ef7c,classic,274,-73.976682,31,POINT (-73.976682 40.68691865),Fort Greene,Brooklyn
Washington Ave & Greene Ave,4419.03,275,40.68650065,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=275,True,[],"['KEY', 'CREDITCARD']",71,False,66db5d92-0aca-11e7-82f6-3863bb44ef7c,classic,275,-73.96563307,19,POINT (-73.96563307 40.68650065),Clinton Hill,Brooklyn
Duane St & Greenwich St,5400.08,276,40.71748752,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=276,True,[],"['KEY', 'CREDITCARD']",71,False,66db5dfb-0aca-11e7-82f6-3863bb44ef7c,classic,276,-74.0104554,25,POINT (-74.0104554 40.71748752),SoHo-TriBeCa-Civic Center-Little Italy,Manhattan
Concord St & Bridge St,4781.03,278,40.69766564,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=278,True,[],"['KEY', 'CREDITCARD']",71,False,66db5e6a-0aca-11e7-82f6-3863bb44ef7c,classic,278,-73.98476437,19,POINT (-73.98476436999999 40.69766564),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn
E 10 St & 5 Ave,5872.08,280,40.73331967,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=280,True,[],"['KEY', 'CREDITCARD']",71,False,66db5f40-0aca-11e7-82f6-3863bb44ef7c,classic,280,-73.99510132,59,POINT (-73.99510132 40.73331967),West Village,Manhattan
Grand Army Plaza & Central Park S,6839.10,281,40.7643971,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=281,True,[],"['KEY', 'CREDITCARD']",71,False,66db5fae-0aca-11e7-82f6-3863bb44ef7c,classic,281,-73.97371465,0,POINT (-73.97371465000001 40.7643971),Midtown-Midtown South,Manhattan
Kent Ave & S 11 St,5062.01,282,40.707644944175705,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=282,True,[],"['KEY', 'CREDITCARD']",71,False,66db6299-0aca-11e7-82f6-3863bb44ef7c,classic,282,-73.96841526031494,27,POINT (-73.96841526031494 40.7076449441757),North Side-South Side,Brooklyn
Greenwich Ave & 8 Ave,6072.06,284,40.7390169121,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=284,True,[],"['KEY', 'CREDITCARD']",71,False,66db631c-0aca-11e7-82f6-3863bb44ef7c,classic,284,-74.0026376103,43,POINT (-74.0026376103 40.7390169121),West Village,Manhattan
Broadway & E 14 St,5905.12,285,40.73454567,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=285,True,[],"['KEY', 'CREDITCARD']",71,True,66db6387-0aca-11e7-82f6-3863bb44ef7c,classic,285,-73.99074142,53,POINT (-73.99074142000001 40.73454567),West Village,Manhattan
Monroe St & Classon Ave,4336.01,289,40.6845683,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=289,True,[],"['KEY', 'CREDITCARD']",71,False,66db63f4-0aca-11e7-82f6-3863bb44ef7c,classic,289,-73.95881081,19,POINT (-73.95881081 40.6845683),Clinton Hill,Brooklyn
Madison St & Montgomery St,5262.09,291,40.713126,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=291,True,[],"['KEY', 'CREDITCARD']",71,False,66db64d1-0aca-11e7-82f6-3863bb44ef7c,classic,291,-73.984844,20,POINT (-73.984844 40.713126),Lower East Side,Manhattan
Lafayette St & E 8 St,5788.13,293,40.73020660529954,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=293,True,[],"['KEY', 'CREDITCARD']",71,False,66db65aa-0aca-11e7-82f6-3863bb44ef7c,classic,293,-73.99102628231049,55,POINT (-73.99102628231049 40.73020660529954),West Village,Manhattan
Pike St & E Broadway,5270.05,295,40.71406667,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=295,True,[],"['KEY', 'CREDITCARD']",71,False,66db6889-0aca-11e7-82f6-3863bb44ef7c,classic,295,-73.99293911,24,POINT (-73.99293910999999 40.71406667),Chinatown,Manhattan
E 15 St & 3 Ave,5863.07,297,40.734232,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=297,True,[],"['KEY', 'CREDITCARD']",71,False,66db6963-0aca-11e7-82f6-3863bb44ef7c,classic,297,-73.986923,77,POINT (-73.986923 40.734232),Gramercy,Manhattan
3 Ave & Schermerhorn St,4437.01,298,40.68683208,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=298,True,[],"['KEY', 'CREDITCARD']",71,False,66db69d0-0aca-11e7-82f6-3863bb44ef7c,classic,298,-73.9796772,35,POINT (-73.9796772 40.68683208),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn
E 2 St & Avenue B,5515.02,301,40.72217444,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=301,True,[],"['KEY', 'CREDITCARD']",71,False,66db6aae-0aca-11e7-82f6-3863bb44ef7c,classic,301,-73.98368779,58,POINT (-73.98368779 40.72217444),East Village,Manhattan
Avenue D & E 3 St,5436.09,302,40.72082834,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=302,True,[],"['KEY', 'CREDITCARD']",71,False,66db6cd4-0aca-11e7-82f6-3863bb44ef7c,classic,302,-73.97793172,23,POINT (-73.97793172 40.72082834),Lower East Side,Manhattan
Mercer St & Spring St,5532.01,303,40.72362738,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=303,True,[],"['KEY', 'CREDITCARD']",71,False,66db6d40-0aca-11e7-82f6-3863bb44ef7c,classic,303,-73.99949601,67,POINT (-73.99949601 40.72362738),park-cemetery-etc-Manhattan,Manhattan
Broadway & Battery Pl,4962.01,304,40.70463334,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=304,True,[],"['KEY', 'CREDITCARD']",71,True,66db6da2-0aca-11e7-82f6-3863bb44ef7c,classic,304,-74.01361706,33,POINT (-74.01361706 40.70463334),Battery Park City-Lower Manhattan,Manhattan
E 58 St & 3 Ave,6762.02,305,40.76095756,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=305,True,[],"['KEY', 'CREDITCARD']",71,False,66db6e49-0aca-11e7-82f6-3863bb44ef7c,classic,305,-73.96724467,33,POINT (-73.96724467 40.76095756),Turtle Bay-East Midtown,Manhattan
Canal St & Rutgers St,5303.08,307,40.71427487,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=307,True,[],"['KEY', 'CREDITCARD']",71,False,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,classic,307,-73.98990025,30,POINT (-73.98990025000001 40.71427487),Lower East Side,Manhattan
St James Pl & Oliver St,5238.05,308,40.71307916,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=308,True,[],"['KEY', 'CREDITCARD']",71,False,66db7152-0aca-11e7-82f6-3863bb44ef7c,classic,308,-73.99851193,27,POINT (-73.99851193000001 40.71307916),park-cemetery-etc-Manhattan,Manhattan
Murray St & West St,5329.06,309,40.7149787,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=309,True,[],"['KEY', 'CREDITCARD']",71,False,66db71be-0aca-11e7-82f6-3863bb44ef7c,classic,309,-74.013012,41,POINT (-74.013012 40.7149787),SoHo-TriBeCa-Civic Center-Little Italy,Manhattan
State St & Smith St,4565.06,310,40.68926942,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=310,True,[],"['KEY', 'CREDITCARD']",71,False,66db7221-0aca-11e7-82f6-3863bb44ef7c,classic,310,-73.98912867,66,POINT (-73.98912867 40.68926942),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn
Norfolk St & Broome St,5374.01,311,40.7172274,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=311,True,[],"['KEY', 'CREDITCARD']",71,False,66db728c-0aca-11e7-82f6-3863bb44ef7c,classic,311,-73.98802084,31,POINT (-73.98802084 40.7172274),Chinatown,Manhattan
Allen St & Stanton St,5484.09,312,40.722055,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=312,True,[],"['KEY', 'CREDITCARD']",71,False,66db72f1-0aca-11e7-82f6-3863bb44ef7c,classic,312,-73.989111,31,POINT (-73.98911099999999 40.722055),Chinatown,Manhattan
Washington Ave & Park Ave,4724.03,313,40.69610226,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=313,True,[],"['KEY', 'CREDITCARD']",71,False,66db74a5-0aca-11e7-82f6-3863bb44ef7c,classic,313,-73.96751037,55,POINT (-73.96751037 40.69610226),park-cemetery-etc-Brooklyn,Brooklyn
South St & Gouverneur Ln,4953.04,315,40.70355377,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=315,True,[],"['KEY', 'CREDITCARD']",71,True,66db75cc-0aca-11e7-82f6-3863bb44ef7c,classic,315,-74.00670227,29,POINT (-74.00670227000001 40.70355377),Battery Park City-Lower Manhattan,Manhattan
Fulton St & William St,5137.11,316,40.70955958,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=316,True,[],"['KEY', 'CREDITCARD']",71,False,66db7637-0aca-11e7-82f6-3863bb44ef7c,classic,316,-74.00653609,43,POINT (-74.00653609 40.70955958),park-cemetery-etc-Manhattan,Manhattan
E 6 St & Avenue B,5584.04,317,40.72453734,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=317,True,[],"['KEY', 'CREDITCARD']",71,False,66db76a1-0aca-11e7-82f6-3863bb44ef7c,classic,317,-73.98185424,54,POINT (-73.98185424 40.72453734),East Village,Manhattan
